Entity,Code,Year,Gini coefficient,990179-annotations,Continent
Russia,RUS,1996,0.4609863,,Europe
Russia,RUS,1997,0.38409194,,Europe
Russia,RUS,1998,0.38137,,Europe
Russia,RUS,1999,0.37443382,,Europe
Russia,RUS,2000,0.37092733,,Europe
Russia,RUS,2001,0.36924976,,Europe
Russia,RUS,2002,0.37283763,,Europe
Russia,RUS,2003,0.39971545,,Europe
Russia,RUS,2004,0.4031583,,Europe
Russia,RUS,2005,0.41265598,,Europe
Russia,RUS,2006,0.4095094,,Europe
Russia,RUS,2007,0.42272472,,Europe
Russia,RUS,2008,0.41568583,,Europe
Russia,RUS,2009,0.398456,,Europe
Russia,RUS,2010,0.39548978,,Europe
Russia,RUS,2011,0.39749315,,Europe
Russia,RUS,2012,0.40714827,,Europe
Russia,RUS,2013,0.40884423,,Europe
Russia,RUS,2014,0.3988122,,Europe
Russia,RUS,2015,0.37710539,,Europe
Russia,RUS,2016,0.368485,,Europe
Russia,RUS,2017,0.37239072,,Europe
Russia,RUS,2018,0.37473005,,Europe
Russia,RUS,2019,0.37736863,,Europe
Russia,RUS,2020,0.36068243,,Europe
Rwanda,RWA,2000,0.4851838,,Africa
Rwanda,RWA,2005,0.52019864,,Africa
Rwanda,RWA,2010,0.4722184,,Africa
Rwanda,RWA,2013,0.45111495,,Africa
Rwanda,RWA,2016,0.43709454,,Africa
Saint Lucia,LCA,1995,0.4258438,,North America
Saint Lucia,LCA,2015,0.5122298,,North America
Samoa,WSM,2002,0.4073552,,Oceania
Samoa,WSM,2008,0.4204655,,Oceania
Samoa,WSM,2013,0.38743454,,Oceania
Sao Tome and Principe,STP,2000,0.32125893,,Africa
Sao Tome and Principe,STP,2010,0.3082127,,Africa
Sao Tome and Principe,STP,2017,0.4072948,,Africa
Senegal,SEN,1991,0.5404016,,Africa
Senegal,SEN,1994,0.39245197,,Africa
Senegal,SEN,2001,0.41229436,,Africa
Senegal,SEN,2005,0.3921271,,Africa
Senegal,SEN,2011,0.40274113,,Africa
Senegal,SEN,2018,0.38314784,,Africa
Senegal,SEN,2021,0.3615772,,Africa
Serbia,SRB,2012,0.39887607,,Europe
Serbia,SRB,2013,0.3944599,,Europe
Serbia,SRB,2014,0.40437588,,Europe
Serbia,SRB,2015,0.40461844,,Europe
Serbia,SRB,2016,0.38775226,,Europe
Serbia,SRB,2017,0.36105734,,Europe
Serbia,SRB,2018,0.35003355,,Europe
Serbia,SRB,2019,0.34475464,,Europe
Serbia,SRB,2020,0.34950927,,Europe
Serbia,SRB,2021,0.3312897,,Europe
Seychelles,SYC,1999,0.42776692,,Africa
Seychelles,SYC,2006,0.42767617,,Africa
Seychelles,SYC,2013,0.46822062,,Africa
Seychelles,SYC,2018,0.3212532,,Africa
Sierra Leone,SLE,2003,0.40167344,,Africa
Sierra Leone,SLE,2011,0.34030157,,Africa
Sierra Leone,SLE,2018,0.35690176,,Africa
Slovakia,SVK,1992,0.20186578,,Europe
Slovakia,SVK,1996,0.26275486,,Europe
Slovakia,SVK,2004,0.2707678,,Europe
Slovakia,SVK,2005,0.29296494,,Europe
Slovakia,SVK,2006,0.25797036,,Europe
Slovakia,SVK,2007,0.24664712,,Europe
Slovakia,SVK,2008,0.26024988,,Europe
Slovakia,SVK,2009,0.2723098,,Europe
Slovakia,SVK,2010,0.2731572,,Europe
Slovakia,SVK,2011,0.2653828,,Europe
Slovakia,SVK,2012,0.26115808,,Europe
Slovakia,SVK,2013,0.28086153,,Europe
Slovakia,SVK,2014,0.26103425,,Europe
Slovakia,SVK,2015,0.26491234,,Europe
Slovakia,SVK,2016,0.2515492,,Europe
Slovakia,SVK,2017,0.23237365,,Europe
Slovakia,SVK,2018,0.24970019,,Europe
Slovakia,SVK,2019,0.23232324,,Europe
Slovakia,SVK,2020,0.24219424,,Europe
Slovakia,SVK,2021,0.2411022,,Europe
Slovenia,SVN,1987,0.2359837,,Europe
Slovenia,SVN,1993,0.2911778,,Europe
Slovenia,SVN,1997,0.241215,,Europe
Slovenia,SVN,1999,0.24042886,,Europe
Slovenia,SVN,2004,0.24790733,,Europe
Slovenia,SVN,2005,0.24634741,,Europe
Slovenia,SVN,2006,0.24363928,,Europe
Slovenia,SVN,2007,0.24354753,,Europe
Slovenia,SVN,2008,0.23718019,,Europe
Slovenia,SVN,2009,0.24787736,,Europe
Slovenia,SVN,2010,0.24933259,,Europe
Slovenia,SVN,2011,0.24868034,,Europe
Slovenia,SVN,2012,0.25585502,,Europe
Slovenia,SVN,2013,0.26241106,,Europe
Slovenia,SVN,2014,0.25657535,,Europe
Slovenia,SVN,2015,0.25408465,,Europe
Slovenia,SVN,2016,0.24757937,,Europe
Slovenia,SVN,2017,0.24219307,,Europe
Slovenia,SVN,2018,0.24633364,,Europe
Slovenia,SVN,2019,0.24384232,,Europe
Slovenia,SVN,2020,0.24031529,,Europe
Slovenia,SVN,2021,0.2428228,,Europe
Solomon Islands,SLB,2005,0.46088147,,Oceania
Solomon Islands,SLB,2012,0.37054926,,Oceania
South Africa,ZAF,1993,0.5933394,,Africa
South Africa,ZAF,2000,0.5776966,,Africa
South Africa,ZAF,2005,0.6476209,,Africa
South Africa,ZAF,2008,0.63009,,Africa
South Africa,ZAF,2010,0.6338269,,Africa
South Africa,ZAF,2014,0.630258,,Africa
South Korea,KOR,2006,0.31702983,,Asia
South Korea,KOR,2008,0.32324833,,Asia
South Korea,KOR,2010,0.32021224,,Asia
South Korea,KOR,2012,0.31558052,,Asia
South Korea,KOR,2014,0.31192905,,Asia
South Korea,KOR,2016,0.35222206,,Asia
South Korea,KOR,2017,0.34854642,,Asia
South Korea,KOR,2018,0.33725032,,Asia
South Korea,KOR,2019,0.33196163,,Asia
South Korea,KOR,2020,0.32708606,,Asia
South Korea,KOR,2021,0.32906574,,Asia
South Sudan,SSD,2009,0.46318194,,Africa
South Sudan,SSD,2016,0.44057786,,Africa
Spain,ESP,1980,0.34483546,,Europe
Spain,ESP,1985,0.34431675,,Europe
Spain,ESP,1990,0.32023215,,Europe
Spain,ESP,1993,0.3565849,,Europe
Spain,ESP,1994,0.35103723,,Europe
Spain,ESP,1995,0.35726634,,Europe
Spain,ESP,1996,0.36464584,,Europe
Spain,ESP,1997,0.35324422,,Europe
Spain,ESP,1998,0.34580052,,Europe
Spain,ESP,1999,0.3379193,,Europe
Spain,ESP,2000,0.34128913,,Europe
Spain,ESP,2003,0.31800938,,Europe
Spain,ESP,2004,0.33301964,,Europe
Spain,ESP,2005,0.32431775,,Europe
Spain,ESP,2006,0.33541158,,Europe
Spain,ESP,2007,0.3413741,,Europe
Spain,ESP,2008,0.342204,,Europe
Spain,ESP,2009,0.34924084,,Europe
Spain,ESP,2010,0.35244486,,Europe
Spain,ESP,2011,0.35693976,,Europe
Spain,ESP,2012,0.35403663,,Europe
Spain,ESP,2013,0.36181897,,Europe
Spain,ESP,2014,0.3605231,,Europe
Spain,ESP,2015,0.3617834,,Europe
Spain,ESP,2016,0.35757092,,Europe
Spain,ESP,2017,0.3465126,,Europe
Spain,ESP,2018,0.3471633,,Europe
Spain,ESP,2019,0.34303716,,Europe
Spain,ESP,2020,0.34863645,,Europe
Spain,ESP,2021,0.3388591,,Europe
Sri Lanka,LKA,1985,0.32467854,,Asia
Sri Lanka,LKA,1990,0.32447433,,Asia
Sri Lanka,LKA,1995,0.35399538,,Asia
Sri Lanka,LKA,2002,0.40171906,,Asia
Sri Lanka,LKA,2006,0.3966902,,Asia
Sri Lanka,LKA,2009,0.36054152,,Asia
Sri Lanka,LKA,2012,0.38713607,,Asia
Sri Lanka,LKA,2016,0.39345774,,Asia
Sri Lanka,LKA,2019,0.37663776,,Asia
Sudan,SDN,2009,0.35395128,,Africa
Sudan,SDN,2014,0.3424273,,Africa
Suriname,SUR,2022,0.39179897,,South America
Sweden,SWE,1975,0.24283695,,Europe
Sweden,SWE,1981,0.22923574,,Europe
Sweden,SWE,1987,0.23057628,,Europe
Sweden,SWE,1992,0.24908733,,Europe
Sweden,SWE,1995,0.25236505,,Europe
Sweden,SWE,2000,0.2696006,,Europe
Sweden,SWE,2001,0.2654536,,Europe
Sweden,SWE,2002,0.26216906,,Europe
Sweden,SWE,2003,0.25268546,,Europe
Sweden,SWE,2004,0.2614015,,Europe
Sweden,SWE,2005,0.26821113,,Europe
Sweden,SWE,2006,0.26351255,,Europe
Sweden,SWE,2007,0.27114177,,Europe
Sweden,SWE,2008,0.2811921,,Europe
Sweden,SWE,2009,0.27339876,,Europe
Sweden,SWE,2010,0.27736187,,Europe
Sweden,SWE,2011,0.27605262,,Europe
Sweden,SWE,2012,0.27643898,,Europe
Sweden,SWE,2013,0.28822792,,Europe
Sweden,SWE,2014,0.28388658,,Europe
Sweden,SWE,2015,0.29209688,,Europe
Sweden,SWE,2016,0.29561213,,Europe
Sweden,SWE,2017,0.28774142,,Europe
Sweden,SWE,2018,0.29971606,,Europe
Sweden,SWE,2019,0.2930465,,Europe
Sweden,SWE,2020,0.28870627,,Europe
Sweden,SWE,2021,0.29765385,,Europe
Switzerland,CHE,1982,0.3600527,,Europe
Switzerland,CHE,1992,0.33854857,,Europe
Switzerland,CHE,2000,0.33431056,,Europe
Switzerland,CHE,2002,0.31686732,,Europe
Switzerland,CHE,2004,0.31564513,,Europe
Switzerland,CHE,2006,0.33918807,,Europe
Switzerland,CHE,2007,0.34255534,,Europe
Switzerland,CHE,2008,0.337947,,Europe
Switzerland,CHE,2009,0.32855856,,Europe
Switzerland,CHE,2010,0.3255303,,Europe
Switzerland,CHE,2011,0.3171362,,Europe
Switzerland,CHE,2012,0.31567127,,Europe
Switzerland,CHE,2013,0.3246219,,Europe
Switzerland,CHE,2014,0.3252566,,Europe
Switzerland,CHE,2015,0.32306957,,Europe
Switzerland,CHE,2016,0.33042452,,Europe
Switzerland,CHE,2017,0.32676333,,Europe
Switzerland,CHE,2018,0.3314104,,Europe
Switzerland,CHE,2019,0.3399834,,Europe
Switzerland,CHE,2020,0.33737928,,Europe
Syria,SYR,1996,0.3516938,,Asia
Syria,SYR,2003,0.37514603,,Asia
Syria,SYR,2006,0.4014725,,Asia
Syria,SYR,2009,0.40394777,,Asia
Syria,SYR,2022,0.26628006,,Asia
Taiwan,TWN,1981,0.29969484,,Asia
Taiwan,TWN,1986,0.29707956,,Asia
Taiwan,TWN,1991,0.29967803,,Asia
Taiwan,TWN,1995,0.3132387,,Asia
Taiwan,TWN,1997,0.30822107,,Asia
Taiwan,TWN,2000,0.31111476,,Asia
Taiwan,TWN,2005,0.32179585,,Asia
Taiwan,TWN,2007,0.32124567,,Asia
Taiwan,TWN,2010,0.33213326,,Asia
Taiwan,TWN,2013,0.32487386,,Asia
Taiwan,TWN,2016,0.31448635,,Asia
Taiwan,TWN,2017,0.31754693,,Asia
Taiwan,TWN,2018,0.31633675,,Asia
Taiwan,TWN,2019,0.3119192,,Asia
Taiwan,TWN,2020,0.31231022,,Asia
Taiwan,TWN,2021,0.31566375,,Asia
Tajikistan,TJK,1999,0.2953486,,Asia
Tajikistan,TJK,2003,0.3271972,,Asia
Tajikistan,TJK,2004,0.3360195,,Asia
Tajikistan,TJK,2007,0.32182014,,Asia
Tajikistan,TJK,2009,0.30774954,,Asia
Tajikistan,TJK,2015,0.3399559,,Asia
Tanzania,TZA,1991,0.35275686,,Africa
Tanzania,TZA,2000,0.37266687,,Africa
Tanzania,TZA,2007,0.40277025,,Africa
Tanzania,TZA,2011,0.3778315,,Africa
Tanzania,TZA,2018,0.4049123,,Africa
Thailand,THA,1981,0.4521682,,Asia
Thailand,THA,1988,0.43838593,,Asia
Thailand,THA,1990,0.45265648,,Asia
Thailand,THA,1992,0.47857958,,Asia
Thailand,THA,1994,0.43470213,,Asia
Thailand,THA,1996,0.42904922,,Asia
Thailand,THA,1998,0.41455793,,Asia
Thailand,THA,1999,0.43091586,,Asia
Thailand,THA,2000,0.42833668,,Asia
Thailand,THA,2002,0.41944495,,Asia
Thailand,THA,2004,0.42540312,,Asia
Thailand,THA,2006,0.41819033,,Asia
Thailand,THA,2007,0.39761516,,Asia
Thailand,THA,2008,0.40288273,,Asia
Thailand,THA,2009,0.39601263,,Asia
Thailand,THA,2010,0.3940277,,Asia
Thailand,THA,2011,0.37459034,,Asia
Thailand,THA,2012,0.39256668,,Asia
Thailand,THA,2013,0.37847108,,Asia
Thailand,THA,2014,0.37032664,,Asia
Thailand,THA,2015,0.35987332,,Asia
Thailand,THA,2016,0.3689063,,Asia
Thailand,THA,2017,0.36382803,,Asia
Thailand,THA,2018,0.36412174,,Asia
Thailand,THA,2019,0.34855723,,Asia
Thailand,THA,2020,0.34985816,,Asia
Thailand,THA,2021,0.34923872,,Asia
Togo,TGO,2006,0.42211255,,Africa
Togo,TGO,2011,0.4601219,,Africa
Togo,TGO,2015,0.43023092,,Africa
Togo,TGO,2018,0.42534238,,Africa
Togo,TGO,2021,0.37858006,,Africa
Tonga,TON,2000,0.37690175,,Oceania
Tonga,TON,2009,0.3749649,,Oceania
Tonga,TON,2015,0.33521304,,Oceania
Tonga,TON,2021,0.27095765,,Oceania
Trinidad and Tobago,TTO,1988,0.4260131,,North America
Trinidad and Tobago,TTO,1992,0.40185452,,North America
Tunisia,TUN,1985,0.4343376,,Africa
Tunisia,TUN,1990,0.40102237,,Africa
Tunisia,TUN,1995,0.41657296,,Africa
Tunisia,TUN,2000,0.40809476,,Africa
Tunisia,TUN,2005,0.37733382,,Africa
Tunisia,TUN,2010,0.35808256,,Africa
Tunisia,TUN,2015,0.32815883,,Africa
Tunisia,TUN,2021,0.33716425,,Africa
Turkey,TUR,1987,0.4103413,,Asia
Turkey,TUR,1994,0.413152,,Asia
Turkey,TUR,2002,0.41396376,,Asia
Turkey,TUR,2003,0.42184338,,Asia
Turkey,TUR,2004,0.4128751,,Asia
Turkey,TUR,2005,0.42614657,,Asia
Turkey,TUR,2006,0.39647412,,Asia
Turkey,TUR,2007,0.384428,,Asia
Turkey,TUR,2008,0.3902054,,Asia
Turkey,TUR,2009,0.3896531,,Asia
Turkey,TUR,2010,0.3878508,,Asia
Turkey,TUR,2011,0.40039355,,Asia
Turkey,TUR,2012,0.40168938,,Asia
Turkey,TUR,2013,0.401785,,Asia
Turkey,TUR,2014,0.41236562,,Asia
Turkey,TUR,2015,0.42854458,,Asia
Turkey,TUR,2016,0.41873705,,Asia
Turkey,TUR,2017,0.4353174,,Asia
Turkey,TUR,2018,0.42441463,,Asia
Turkey,TUR,2019,0.4383382,,Asia
Turkey,TUR,2020,0.43045047,,Asia
Turkey,TUR,2021,0.44364843,,Asia
Turkmenistan,TKM,1998,0.40806928,,Asia
Tuvalu,TUV,2010,0.39139032,,Oceania
Uganda,UGA,1989,0.44362718,,Africa
Uganda,UGA,1992,0.41423506,,Africa
Uganda,UGA,1996,0.39042878,,Africa
Uganda,UGA,1999,0.42997676,,Africa
Uganda,UGA,2002,0.4516984,,Africa
Uganda,UGA,2005,0.4294434,,Africa
Uganda,UGA,2009,0.44190434,,Africa
Uganda,UGA,2012,0.41009575,,Africa
Uganda,UGA,2016,0.42753503,,Africa
Uganda,UGA,2019,0.42702642,,Africa
Ukraine,UKR,1992,0.2970884,,Europe
Ukraine,UKR,1993,0.28926983,,Europe
Ukraine,UKR,1995,0.39231017,,Europe
Ukraine,UKR,1996,0.35153562,,Europe
Ukraine,UKR,2002,0.29045695,,Europe
Ukraine,UKR,2003,0.28664893,,Europe
Ukraine,UKR,2004,0.28934017,,Europe
Ukraine,UKR,2005,0.29020715,,Europe
Ukraine,UKR,2006,0.29794392,,Europe
Ukraine,UKR,2007,0.27012688,,Europe
Ukraine,UKR,2008,0.2663823,,Europe
Ukraine,UKR,2009,0.25316665,,Europe
Ukraine,UKR,2010,0.24818976,,Europe
Ukraine,UKR,2011,0.24551843,,Europe
Ukraine,UKR,2012,0.24740657,,Europe
Ukraine,UKR,2013,0.24554986,,Europe
Ukraine,UKR,2014,0.24025366,,Europe
Ukraine,UKR,2015,0.2545754,,Europe
Ukraine,UKR,2016,0.25002202,,Europe
Ukraine,UKR,2017,0.26049048,,Europe
Ukraine,UKR,2018,0.26071486,,Europe
Ukraine,UKR,2019,0.26619467,,Europe
Ukraine,UKR,2020,0.25627363,,Europe
United Arab Emirates,ARE,2013,0.3251042,,Asia
United Arab Emirates,ARE,2018,0.26399004,,Asia
United Kingdom,GBR,1968,0.2684166,,Europe
United Kingdom,GBR,1969,0.27904898,,Europe
United Kingdom,GBR,1970,0.27964503,,Europe
United Kingdom,GBR,1971,0.2929356,,Europe
United Kingdom,GBR,1972,0.28776282,,Europe
United Kingdom,GBR,1973,0.2881038,,Europe
United Kingdom,GBR,1974,0.28957152,,Europe
United Kingdom,GBR,1975,0.27880856,,Europe
United Kingdom,GBR,1976,0.27589646,,Europe
United Kingdom,GBR,1977,0.27141878,,Europe
United Kingdom,GBR,1978,0.2723537,,Europe
United Kingdom,GBR,1979,0.2743262,,Europe
United Kingdom,GBR,1980,0.28477892,,Europe
United Kingdom,GBR,1981,0.2968705,,Europe
United Kingdom,GBR,1982,0.29903,,Europe
United Kingdom,GBR,1983,0.29786685,,Europe
United Kingdom,GBR,1984,0.29166204,,Europe
United Kingdom,GBR,1985,0.30419374,,Europe
United Kingdom,GBR,1986,0.31919184,,Europe
United Kingdom,GBR,1987,0.3385342,,Europe
United Kingdom,GBR,1988,0.34272873,,Europe
United Kingdom,GBR,1989,0.33354205,,Europe
United Kingdom,GBR,1990,0.3574197,,Europe
United Kingdom,GBR,1991,0.34962818,,Europe
United Kingdom,GBR,1992,0.34955472,,Europe
United Kingdom,GBR,1993,0.3507596,,Europe
United Kingdom,GBR,1994,0.35978922,,Europe
United Kingdom,GBR,1995,0.3551664,,Europe
United Kingdom,GBR,1996,0.3529524,,Europe
United Kingdom,GBR,1997,0.35735163,,Europe
United Kingdom,GBR,1998,0.36621472,,Europe
United Kingdom,GBR,1999,0.3678378,,Europe
United Kingdom,GBR,2000,0.38848642,,Europe
United Kingdom,GBR,2001,0.37086216,,Europe
United Kingdom,GBR,2002,0.35146394,,Europe
United Kingdom,GBR,2003,0.34856063,,Europe
United Kingdom,GBR,2004,0.34834158,,Europe
United Kingdom,GBR,2005,0.35485032,,Europe
United Kingdom,GBR,2006,0.35879987,,Europe
United Kingdom,GBR,2007,0.34413147,,Europe
United Kingdom,GBR,2008,0.35445124,,Europe
United Kingdom,GBR,2009,0.35137364,,Europe
United Kingdom,GBR,2010,0.337056,,Europe
United Kingdom,GBR,2011,0.33191085,,Europe
United Kingdom,GBR,2012,0.33090645,,Europe
United Kingdom,GBR,2013,0.32699567,,Europe
United Kingdom,GBR,2014,0.3314094,,Europe
United Kingdom,GBR,2015,0.33311963,,Europe
United Kingdom,GBR,2016,0.33109283,,Europe
United Kingdom,GBR,2017,0.3260817,,Europe
United Kingdom,GBR,2018,0.33689743,,Europe
United Kingdom,GBR,2019,0.32824126,,Europe
United Kingdom,GBR,2020,0.32644516,,Europe
United Kingdom,GBR,2021,0.32414576,,Europe
United States,USA,1963,0.3759994,,North America
United States,USA,1964,0.3813833,,North America
United States,USA,1965,0.37497944,,North America
United States,USA,1966,0.37782517,,North America
United States,USA,1967,0.36886352,,North America
United States,USA,1968,0.36326116,,North America
United States,USA,1969,0.36014515,,North America
United States,USA,1970,0.36631274,,North America
United States,USA,1971,0.3691743,,North America
United States,USA,1972,0.36661345,,North America
United States,USA,1973,0.36112794,,North America
United States,USA,1974,0.35476592,,North America
United States,USA,1975,0.35648412,,North America
United States,USA,1976,0.35560542,,North America
United States,USA,1977,0.35504344,,North America
United States,USA,1978,0.34790027,,North America
United States,USA,1979,0.34758896,,North America
United States,USA,1980,0.34716922,,North America
United States,USA,1981,0.35487545,,North America
United States,USA,1982,0.3666043,,North America
United States,USA,1983,0.37292022,,North America
United States,USA,1984,0.37344342,,North America
United States,USA,1985,0.37640676,,North America
United States,USA,1986,0.3755635,,North America
United States,USA,1987,0.37196118,,North America
United States,USA,1988,0.37705094,,North America
United States,USA,1989,0.38237965,,North America
United States,USA,1990,0.38262504,,North America
United States,USA,1991,0.38044858,,North America
United States,USA,1992,0.38372815,,North America
United States,USA,1993,0.4036311,,North America
United States,USA,1994,0.39985397,,North America
United States,USA,1995,0.39853615,,North America
United States,USA,1996,0.40308332,,North America
United States,USA,1997,0.40524158,,North America
United States,USA,1998,0.39951783,,North America
United States,USA,1999,0.39984423,,North America
United States,USA,2000,0.40138903,,North America
United States,USA,2001,0.40594307,,North America
United States,USA,2002,0.40352058,,North America
United States,USA,2003,0.40770072,,North America
United States,USA,2004,0.40250537,,North America
United States,USA,2005,0.40962887,,North America
United States,USA,2006,0.413959,,North America
United States,USA,2007,0.40795898,,North America
United States,USA,2008,0.40809166,,North America
United States,USA,2009,0.40608335,,North America
United States,USA,2010,0.40007547,,North America
United States,USA,2011,0.40934193,,North America
United States,USA,2012,0.4093412,,North America
United States,USA,2013,0.40649238,,North America
United States,USA,2014,0.41508022,,North America
United States,USA,2015,0.41235605,,North America
United States,USA,2016,0.41118968,,North America
United States,USA,2017,0.41177237,,North America
United States,USA,2018,0.4140517,,North America
United States,USA,2019,0.41533518,,North America
United States,USA,2020,0.39682114,,North America
United States,USA,2021,0.39696464,,North America
United States,USA,2022,0.41334125,,North America
Uruguay,URY,2006,0.4594136,,South America
Uruguay,URY,2007,0.46404734,,South America
Uruguay,URY,2008,0.4508151,,South America
Uruguay,URY,2009,0.45541507,,South America
Uruguay,URY,2010,0.44474792,,South America
Uruguay,URY,2011,0.42175132,,South America
Uruguay,URY,2012,0.39900422,,South America
Uruguay,URY,2013,0.40450785,,South America
Uruguay,URY,2014,0.40110928,,South America
Uruguay,URY,2015,0.40128586,,South America
Uruguay,URY,2016,0.3969534,,South America
Uruguay,URY,2017,0.39464375,,South America
Uruguay,URY,2018,0.39687112,,South America
Uruguay,URY,2019,0.3967629,,South America
Uruguay,URY,2020,0.40155584,,South America
Uruguay,URY,2021,0.40776816,,South America
Uruguay,URY,2022,0.40551677,,South America
Uzbekistan,UZB,1998,0.44268507,,Asia
Uzbekistan,UZB,2000,0.36011636,,Asia
Uzbekistan,UZB,2002,0.33036503,,Asia
Uzbekistan,UZB,2003,0.3526095,,Asia
Uzbekistan,UZB,2022,0.31184828,,Asia
Vanuatu,VUT,2010,0.37351298,,Oceania
Vanuatu,VUT,2019,0.32317576,,Oceania
Venezuela,VEN,1981,0.5560985,,South America
Venezuela,VEN,1987,0.5344797,,South America
Venezuela,VEN,1989,0.43776318,,South America
Venezuela,VEN,1992,0.42061847,,South America
Venezuela,VEN,1995,0.4716726,,South America
Venezuela,VEN,1998,0.47999668,,South America
Venezuela,VEN,1999,0.47699356,,South America
Venezuela,VEN,2001,0.4717132,,South America
Venezuela,VEN,2002,0.48879746,,South America
Venezuela,VEN,2003,0.47908917,,South America
Venezuela,VEN,2004,0.4731904,,South America
Venezuela,VEN,2005,0.49318564,,South America
Venezuela,VEN,2006,0.44699317,,South America
Vietnam,VNM,1992,0.35654002,,Asia
Vietnam,VNM,1997,0.35442206,,Asia
Vietnam,VNM,2002,0.37029624,,Asia
Vietnam,VNM,2004,0.36785832,,Asia
Vietnam,VNM,2006,0.35788617,,Asia
Vietnam,VNM,2008,0.35570312,,Asia
Vietnam,VNM,2010,0.39252725,,Asia
Vietnam,VNM,2012,0.35645887,,Asia
Vietnam,VNM,2014,0.34755376,,Asia
Vietnam,VNM,2016,0.3526674,,Asia
Vietnam,VNM,2018,0.35715547,,Asia
Vietnam,VNM,2020,0.36790165,,Asia
Vietnam,VNM,2022,0.36093006,,Asia
Yemen,YEM,1998,0.34997785,,Asia
Yemen,YEM,2005,0.34732336,,Asia
Yemen,YEM,2014,0.36707094,,Asia
Zambia,ZMB,1991,0.5940293,,Africa
Zambia,ZMB,1993,0.5255011,,Africa
Zambia,ZMB,1996,0.48328376,,Africa
Zambia,ZMB,1998,0.4912212,,Africa
Zambia,ZMB,2002,0.4205863,,Africa
Zambia,ZMB,2004,0.54263926,,Africa
Zambia,ZMB,2006,0.54569334,,Africa
Zambia,ZMB,2010,0.52011114,,Africa
Zambia,ZMB,2015,0.5583758,,Africa
Zambia,ZMB,2022,0.51483124,,Africa
Zimbabwe,ZWE,2011,0.43153575,,Africa
Zimbabwe,ZWE,2017,0.44337082,,Africa
Zimbabwe,ZWE,2019,0.5025645,,Africa
